title,sub,author,author_bio,cat,type,price,pages,blurb,desc,drive_url,cover_image,badge,bg,fg,ac,pat,lang
A Treatise of Human Nature,"A free public domain knowledge, theory of book",David Hume,"David Hume was a Scottish philosopher, historian, economist and essayist who is known for his highly influential system of empiricism, philosophical scepticism and metaphysical naturalism. Beginning with A Treatise of Human Nature (1739–40), Hume strove to create a naturalistic science of man that examined the psychological basis of human nature. Following John Locke, Hume rejected the existence of innate ideas, holding that all our ideas derive ultimately from impressions, but in his fork he distinguished relations of ideas, known a priori, from matters of fact, whose knowledge rests on experience. This places him in the empiricist tradition of Locke and George Berkeley, while drawing his experimental method from Francis Bacon.","Knowledge, theory of",free,0,203,"A classic knowledge, theory of work by David Hume. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A Treatise of Human Nature by David Hume is a foundational knowledge, theory of work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>David Hume was a Scottish philosopher, historian, economist and essayist who is known for his highly influential system of empiricism, philosophical scepticism and metaphysical naturalism. Beginning with A Treatise of Human Nature (1739–40), Hume strove to create a naturalistic science of man that examined the psychological basis of human nature. Following John Locke, Hume rejected the existence of innate ideas, holding that all our ideas derive ultimately from impressions, but in his fork he distinguished relations of ideas, known a priori, from matters of fact, whose knowledge rests on experience. This places him in the empiricist tradition of Locke and George Berkeley, while drawing his experimental method from Francis Bacon.</p></div>",https://www.gutenberg.org/ebooks/4705.epub3.images,https://www.gutenberg.org/cache/epub/4705/pg4705.cover.medium.jpg,Best Seller,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Anatomy of Melancholy,A free public domain melancholy book,Robert Burton,"Robert Burton was an English author and fellow of Oxford University, known for his encyclopaedic The Anatomy of Melancholy.",Melancholy,free,0,295,"A classic melancholy work by Robert Burton. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Anatomy of Melancholy by Robert Burton is a foundational melancholy work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Robert Burton was an English author and fellow of Oxford University, known for his encyclopaedic The Anatomy of Melancholy.</p></div>",https://www.gutenberg.org/ebooks/10800.epub3.images,https://www.gutenberg.org/cache/epub/10800/pg10800.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Elements of Agricultural Chemistry,A free public domain science book,Thomas Anderson,Thomas Anderson may refer to:,Science,free,0,266,"A classic science work by Thomas Anderson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Elements of Agricultural Chemistry by Thomas Anderson is a foundational science work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Thomas Anderson may refer to:</p></div>",https://www.gutenberg.org/ebooks/24931.epub3.images,https://www.gutenberg.org/cache/epub/24931/pg24931.cover.medium.jpg,Free,#1e3a5f,#ffffff,#38bdf8,p-rings,en
"The Humbugs of the World: An Account of Humbugs, Delusions, Impositions, Quackeries, Deceits and Deceivers Generally, in All Ages",A free public domain impostors and imposture book,P. T. Barnum,"Phineas Taylor Barnum was an American showman, businessman, and politician remembered for promoting celebrated hoaxes and founding the Ringling Bros. and Barnum & Bailey Circus with James Anthony Bailey. He was also an author, publisher, and philanthropist, although he said of himself: I am a showman by profession ... and all the gilding shall make nothing else of me. The adage there's a sucker born every minute has frequently been attributed to him, although no evidence exists that he had coined the phrase.",Impostors and imposture,free,0,232,"A classic impostors and imposture work by P. T. Barnum. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Humbugs of the World: An Account of Humbugs, Delusions, Impositions, Quackeries, Deceits and Deceivers Generally, in All Ages by P. T. Barnum is a foundational impostors and imposture work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Phineas Taylor Barnum was an American showman, businessman, and politician remembered for promoting celebrated hoaxes and founding the Ringling Bros. and Barnum & Bailey Circus with James Anthony Bailey. He was also an author, publisher, and philanthropist, although he said of himself: I am a showman by profession ... and all the gilding shall make nothing else of me. The adage there's a sucker born every minute has frequently been attributed to him, although no evidence exists that he had coined the phrase.</p></div>",https://www.gutenberg.org/ebooks/26640.epub3.images,https://www.gutenberg.org/cache/epub/26640/pg26640.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
"The Writings of James Russell Lowell in Prose and Poetry, Volume V: Political Essays",A free public domain united states book,James Russell Lowell,"James Russell Lowell was an American Romantic poet, critic, editor, and diplomat. He is associated with the fireside poets, a group of New England writers who were among the first American poets to rival the popularity of British poets. These writers usually used conventional forms and meters in their poetry, making them suitable for families entertaining at their firesides.",United states,free,0,241,"A classic united states work by James Russell Lowell. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Writings of James Russell Lowell in Prose and Poetry, Volume V: Political Essays by James Russell Lowell is a foundational united states work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>James Russell Lowell was an American Romantic poet, critic, editor, and diplomat. He is associated with the fireside poets, a group of New England writers who were among the first American poets to rival the popularity of British poets. These writers usually used conventional forms and meters in their poetry, making them suitable for families entertaining at their firesides.</p></div>",https://www.gutenberg.org/ebooks/22609.epub3.images,https://www.gutenberg.org/cache/epub/22609/pg22609.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Dokter Helmond en zijn vrouw,A free public domain fiction book,Jacobus Jan Cremer,"Jacob Jan Cremer, birth name Jacobus and also known as J. J. Cremer, was a Dutch novelist.",Fiction,free,0,231,"A classic fiction work by Jacobus Jan Cremer. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Dokter Helmond en zijn vrouw by Jacobus Jan Cremer is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Jacob Jan Cremer, birth name Jacobus and also known as J. J. Cremer, was a Dutch novelist.</p></div>",https://www.gutenberg.org/ebooks/25138.epub3.images,https://www.gutenberg.org/cache/epub/25138/pg25138.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Contributions to the Theory of Natural Selection: A Series of Essays,A free public domain natural selection book,Alfred Russel Wallace,"Alfred Russel Wallace was an English naturalist, explorer, geographer, anthropologist and illustrator. He independently conceived the theory of evolution through natural selection; his 1858 paper on the subject was published that year alongside extracts from Charles Darwin's writings on the topic. It spurred Darwin to set aside the big species book he was drafting and to quickly write an abstract of it, which was published in 1859 as On the Origin of Species.",Natural selection,free,0,174,"A classic natural selection work by Alfred Russel Wallace. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Contributions to the Theory of Natural Selection: A Series of Essays by Alfred Russel Wallace is a foundational natural selection work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Alfred Russel Wallace was an English naturalist, explorer, geographer, anthropologist and illustrator. He independently conceived the theory of evolution through natural selection; his 1858 paper on the subject was published that year alongside extracts from Charles Darwin's writings on the topic. It spurred Darwin to set aside the big species book he was drafting and to quickly write an abstract of it, which was published in 1859 as On the Origin of Species.</p></div>",https://www.gutenberg.org/ebooks/22428.epub3.images,https://www.gutenberg.org/cache/epub/22428/pg22428.cover.medium.jpg,Best Seller,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Hero,A free public domain fiction book,W. Somerset Maugham,"William Somerset Maugham was an English writer, known for his plays, novels and short stories.",Fiction,free,0,127,"A classic fiction work by W. Somerset Maugham. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Hero by W. Somerset Maugham is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>William Somerset Maugham was an English writer, known for his plays, novels and short stories.</p></div>",https://www.gutenberg.org/ebooks/27063.epub3.images,https://www.gutenberg.org/cache/epub/27063/pg27063.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
"Impressions of America During the Years 1833, 1834 and 1835. Volume 1 (of 2)",A free public domain travel book,Tyrone Power,"Tyrone Edmund Power III was an American actor. From the 1930s to the 1950s, Power appeared in dozens of films, often in swashbuckler roles or romantic leads. His better-known films include Jesse James, The Mark of Zorro, Marie Antoinette, Blood and Sand, The Black Swan, Prince of Foxes, Witness for the Prosecution, The Black Rose, and Captain from Castile. Power's own favorite film among those in which he starred was Nightmare Alley.",Travel,free,0,130,"A classic travel work by Tyrone Power. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Impressions of America During the Years 1833, 1834 and 1835. Volume 1 (of 2) by Tyrone Power is a foundational travel work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Tyrone Edmund Power III was an American actor. From the 1930s to the 1950s, Power appeared in dozens of films, often in swashbuckler roles or romantic leads. His better-known films include Jesse James, The Mark of Zorro, Marie Antoinette, Blood and Sand, The Black Swan, Prince of Foxes, Witness for the Prosecution, The Black Rose, and Captain from Castile. Power's own favorite film among those in which he starred was Nightmare Alley.</p></div>",https://www.gutenberg.org/ebooks/22796.epub3.images,https://www.gutenberg.org/cache/epub/22796/pg22796.cover.medium.jpg,Free,#2b4a4a,#ffffff,#38bdf8,p-rings,en
"History of circumcision from the earliest times to the present: Moral and physical reasons for its performance, with a history of eunuchism, hermaphrodism, etc., and of the different operations practiced upon the prepuce",A free public domain circumcision book,P. C. Remondino,"P. C. Remondino is an author and scholar in the field of Circumcision, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Circumcision,free,0,291,"A classic circumcision work by P. C. Remondino. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>History of circumcision from the earliest times to the present: Moral and physical reasons for its performance, with a history of eunuchism, hermaphrodism, etc., and of the different operations practiced upon the prepuce by P. C. Remondino is a foundational circumcision work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>P. C. Remondino is an author and scholar in the field of Circumcision, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/23135.epub3.images,https://www.gutenberg.org/cache/epub/23135/pg23135.cover.medium.jpg,Best Seller,#0f2a43,#ffffff,#f59e0b,p-rings,en
Königliche Hoheit: Roman,A free public domain fiction book,Thomas Mann,"Paul Thomas Mann was a German novelist, short story writer, social critic, philanthropist, essayist, and the 1929 Nobel Prize in Literature laureate. His highly symbolic and ironic epic novels and novellas are noted for their insight into the psychology of the artist and the intellectual. His analysis and critique of the European and German soul used modern versions of German and Biblical stories, as well as the ideas of Johann Wolfgang von Goethe, Friedrich Nietzsche, and Arthur Schopenhauer.",Fiction,free,0,207,"A classic fiction work by Thomas Mann. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Königliche Hoheit: Roman by Thomas Mann is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Paul Thomas Mann was a German novelist, short story writer, social critic, philanthropist, essayist, and the 1929 Nobel Prize in Literature laureate. His highly symbolic and ironic epic novels and novellas are noted for their insight into the psychology of the artist and the intellectual. His analysis and critique of the European and German soul used modern versions of German and Biblical stories, as well as the ideas of Johann Wolfgang von Goethe, Friedrich Nietzsche, and Arthur Schopenhauer.</p></div>",https://www.gutenberg.org/ebooks/35328.epub3.images,https://www.gutenberg.org/cache/epub/35328/pg35328.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
"A History of Art for Beginners and Students: Painting, Sculpture, Architecture",A free public domain history book,Clara Erskine Clement Waters,Clara Erskine Clement Waters was an American author and traveler.,History,free,0,241,"A classic history work by Clara Erskine Clement Waters. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>A History of Art for Beginners and Students: Painting, Sculpture, Architecture by Clara Erskine Clement Waters is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Clara Erskine Clement Waters was an American author and traveler.</p></div>",https://www.gutenberg.org/ebooks/25632.epub3.images,https://www.gutenberg.org/cache/epub/25632/pg25632.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
"India, Its Life and Thought",A free public domain india book,John P. Jones,"John P. Jones may refer to:John P. Jones (1829–1912), American politician John Paul Jones (1747–1792), Scottish-American naval captain John Paul Jones",India,free,0,231,"A classic india work by John P. Jones. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>India, Its Life and Thought by John P. Jones is a foundational india work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John P. Jones may refer to:John P. Jones (1829–1912), American politician John Paul Jones (1747–1792), Scottish-American naval captain John Paul Jones</p></div>",https://www.gutenberg.org/ebooks/28117.epub3.images,https://www.gutenberg.org/cache/epub/28117/pg28117.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Dawn of Day,A free public domain philosophy book,Friedrich Wilhelm Nietzsche,"Friedrich Wilhelm Nietzsche was a German philosopher and writer who started his career as a classical philologist and turned to philosophy early in his academic career. In 1869, at age 24, he was appointed Professor of Classical Philology at the University of Basel. Plagued by health problems for most of his life, he resigned from the university in 1879. He afterward lived as an independent writer, spending much of his life in relative solitude and financial insecurity while moving between Switzerland, Italy, and southern France in search of climates that might alleviate his condition, and in the following decade, he completed much of his core writing. In 1889, aged 44, he suffered a neurological collapse, and thereafter a complete loss of his mental faculties, with paralysis and vascular dementia; he lived out his remaining 11 years, first under the care of his mother, and later his sister, until his death. His works and his philosophy have fostered not only extensive scholarship but also much popular interest.",Philosophy,free,0,120,"A classic philosophy work by Friedrich Wilhelm Nietzsche. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Dawn of Day by Friedrich Wilhelm Nietzsche is a foundational philosophy work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Friedrich Wilhelm Nietzsche was a German philosopher and writer who started his career as a classical philologist and turned to philosophy early in his academic career. In 1869, at age 24, he was appointed Professor of Classical Philology at the University of Basel. Plagued by health problems for most of his life, he resigned from the university in 1879. He afterward lived as an independent writer, spending much of his life in relative solitude and financial insecurity while moving between Switzerland, Italy, and southern France in search of climates that might alleviate his condition, and in the following decade, he completed much of his core writing. In 1889, aged 44, he suffered a neurological collapse, and thereafter a complete loss of his mental faculties, with paralysis and vascular dementia; he lived out his remaining 11 years, first under the care of his mother, and later his sister, until his death. His works and his philosophy have fostered not only extensive scholarship but also much popular interest.</p></div>",https://www.gutenberg.org/files/39955/39955-pdf.pdf,https://www.gutenberg.org/cache/epub/39955/pg39955.cover.medium.jpg,Best Seller,#3d2b4a,#ffffff,#a78bfa,p-rings,en
Wealth of the World's Waste Places and Oceania,A free public domain oceania book,Jewett C. Gilson,"Jewett C. Gilson is an author and scholar in the field of Oceania, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Oceania,free,0,136,"A classic oceania work by Jewett C. Gilson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Wealth of the World's Waste Places and Oceania by Jewett C. Gilson is a foundational oceania work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Jewett C. Gilson is an author and scholar in the field of Oceania, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/23546.epub3.images,https://www.gutenberg.org/cache/epub/23546/pg23546.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Union and Democracy,A free public domain history book,Allen Johnson,"Allen Kenneth Johnson is an American former hurdling athlete who won the gold medal in the 110 metre hurdles at the 1996 Summer Olympics in Atlanta, Georgia. He is also a four-time world champion.",History,free,0,157,"A classic history work by Allen Johnson. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Union and Democracy by Allen Johnson is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Allen Kenneth Johnson is an American former hurdling athlete who won the gold medal in the 110 metre hurdles at the 1996 Summer Olympics in Atlanta, Georgia. He is also a four-time world champion.</p></div>",https://www.gutenberg.org/ebooks/22461.epub3.images,https://www.gutenberg.org/cache/epub/22461/pg22461.cover.medium.jpg,Best Seller,#4a3728,#ffffff,#f59e0b,p-rings,en
"Ancient America, in Notes on American Archaeology",A free public domain america book,John D. Baldwin,"John Denison Baldwin was an American politician, Congregationalist minister, newspaper editor, and popular anthropological writer. He was a member of the Connecticut State House of Representatives and later a member of the U.S. House of Representatives from Massachusetts.",America,free,0,109,"A classic america work by John D. Baldwin. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Ancient America, in Notes on American Archaeology by John D. Baldwin is a foundational america work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>John Denison Baldwin was an American politician, Congregationalist minister, newspaper editor, and popular anthropological writer. He was a member of the Connecticut State House of Representatives and later a member of the U.S. House of Representatives from Massachusetts.</p></div>",https://www.gutenberg.org/ebooks/26382.epub3.images,https://www.gutenberg.org/cache/epub/26382/pg26382.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Die Verwandlung,A free public domain fiction book,Franz Kafka,"Franz Kafka was a German-language Jewish Czech writer and novelist born in Prague, in the Austro-Hungarian Empire. Widely regarded as a major figure of 20th-century literature, his works fuse elements of realism and the fantastique, and typically feature isolated protagonists facing bizarre or surreal predicaments and incomprehensible bureaucratic powers. The term Kafkaesque has entered the lexicon to describe situations like those depicted in his writings. His best-known works include the novella The Metamorphosis (1915) and the novels The Trial (1924) and The Castle (1926). He is also celebrated for his brief fables and aphorisms, which frequently incorporated comedic elements alongside the darker themes of his longer works. His work has widely influenced artists, philosophers, composers, filmmakers, literary historians, religious scholars, and cultural theorists.",Fiction,free,0,176,"A classic fiction work by Franz Kafka. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Die Verwandlung by Franz Kafka is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Franz Kafka was a German-language Jewish Czech writer and novelist born in Prague, in the Austro-Hungarian Empire. Widely regarded as a major figure of 20th-century literature, his works fuse elements of realism and the fantastique, and typically feature isolated protagonists facing bizarre or surreal predicaments and incomprehensible bureaucratic powers. The term Kafkaesque has entered the lexicon to describe situations like those depicted in his writings. His best-known works include the novella The Metamorphosis (1915) and the novels The Trial (1924) and The Castle (1926). He is also celebrated for his brief fables and aphorisms, which frequently incorporated comedic elements alongside the darker themes of his longer works. His work has widely influenced artists, philosophers, composers, filmmakers, literary historians, religious scholars, and cultural theorists.</p></div>",https://www.gutenberg.org/ebooks/22367.epub3.images,https://www.gutenberg.org/cache/epub/22367/pg22367.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
"Robert Burns. Vol. 2, Les Oeuvres","A free public domain burns, robert, 1759-1796 book",Auguste Angellier,"Auguste Angellier was the first teacher of language and English literature at the Faculté de Lettres of Lille, before becoming its dean from 1897 to 1900. A literary critic and historian of literature, he was also a poet, and made sensation at the Sorbonne attacking the theories of Hippolyte Taine in his thesis about Robert Burns in 1893.","Burns, robert, 1759-1796",free,0,208,"A classic burns, robert, 1759-1796 work by Auguste Angellier. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Robert Burns. Vol. 2, Les Oeuvres by Auguste Angellier is a foundational burns, robert, 1759-1796 work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Auguste Angellier was the first teacher of language and English literature at the Faculté de Lettres of Lille, before becoming its dean from 1897 to 1900. A literary critic and historian of literature, he was also a poet, and made sensation at the Sorbonne attacking the theories of Hippolyte Taine in his thesis about Robert Burns in 1893.</p></div>",https://www.gutenberg.org/ebooks/27451.epub3.images,https://www.gutenberg.org/cache/epub/27451/pg27451.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
The Little Colonel's Christmas Vacation,A free public domain fiction book,Annie F. Johnston,"Annie F. Johnston is an author and scholar in the field of Fiction, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.",Fiction,free,0,289,"A classic fiction work by Annie F. Johnston. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Little Colonel's Christmas Vacation by Annie F. Johnston is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Annie F. Johnston is an author and scholar in the field of Fiction, whose historical treatises, literature, and educational publications are preserved for digital research and universal access.</p></div>",https://www.gutenberg.org/ebooks/26215.epub3.images,https://www.gutenberg.org/cache/epub/26215/pg26215.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
"De Zonderlinge Lotgevallen van Gil Blas van Santillano, deel 1 van 2: De Spaansche Avonturier",A free public domain adventure book,Alain René Le Sage,"Alain-René Lesage was a French novelist and playwright. Lesage is best known for his comic novel The Devil upon Two Sticks, his comedy Turcaret (1709), and his picaresque novel Gil Blas (1715–1735).",Adventure,free,0,129,"A classic adventure work by Alain René Le Sage. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>De Zonderlinge Lotgevallen van Gil Blas van Santillano, deel 1 van 2: De Spaansche Avonturier by Alain René Le Sage is a foundational adventure work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Alain-René Lesage was a French novelist and playwright. Lesage is best known for his comic novel The Devil upon Two Sticks, his comedy Turcaret (1709), and his picaresque novel Gil Blas (1715–1735).</p></div>",https://www.gutenberg.org/ebooks/21409.epub3.images,https://www.gutenberg.org/cache/epub/21409/pg21409.cover.medium.jpg,Best Seller,#1c1917,#ffffff,#fb923c,p-rings,en
Italian Popular Tales,A free public domain tales book,Thomas Frederick Crane,"Thomas Frederick Crane was an American folklorist, academic and lawyer.",Tales,free,0,259,"A classic tales work by Thomas Frederick Crane. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Italian Popular Tales by Thomas Frederick Crane is a foundational tales work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Thomas Frederick Crane was an American folklorist, academic and lawyer.</p></div>",https://www.gutenberg.org/ebooks/23634.epub3.images,https://www.gutenberg.org/cache/epub/23634/pg23634.cover.medium.jpg,Free,#0f2a43,#ffffff,#f59e0b,p-rings,en
Lord Jim,A free public domain fiction book,Joseph Conrad,Joseph Conrad was a Polish-British novelist and story writer. He is regarded as one of the greatest writers in the English language and – though he did not speak English fluently until his twenties – he became a master prose stylist who brought a non-English sensibility into English literature.,Fiction,free,0,264,"A classic fiction work by Joseph Conrad. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Lord Jim by Joseph Conrad is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Joseph Conrad was a Polish-British novelist and story writer. He is regarded as one of the greatest writers in the English language and – though he did not speak English fluently until his twenties – he became a master prose stylist who brought a non-English sensibility into English literature.</p></div>",https://www.gutenberg.org/files/21435/21435-index.html,https://www.gutenberg.org/cache/epub/21435/pg21435.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
Five Little Peppers and How They Grew,A free public domain fiction book,Margaret Sidney,"Harriett Lothrop was an American author also known by her pseudonym Margaret Sidney. In addition to writing popular children's stories, she ran her husband Daniel Lothrop's publishing company after his death. After they bought The Wayside country house, they worked hard to make it a center of literary life. She wrote the popular Five Little Peppers series. Lothrop was also the founder of the Children of the American Revolution.",Fiction,free,0,92,"A classic fiction work by Margaret Sidney. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>Five Little Peppers and How They Grew by Margaret Sidney is a foundational fiction work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Harriett Lothrop was an American author also known by her pseudonym Margaret Sidney. In addition to writing popular children's stories, she ran her husband Daniel Lothrop's publishing company after his death. After they bought The Wayside country house, they worked hard to make it a center of literary life. She wrote the popular Five Little Peppers series. Lothrop was also the founder of the Children of the American Revolution.</p></div>",https://www.gutenberg.org/files/20037/20037-index.html,https://www.gutenberg.org/cache/epub/20037/pg20037.cover.medium.jpg,Free,#1a1a2e,#ffffff,#f59e0b,p-rings,en
"The Roman Traitor, Vol. 1",A free public domain history book,Henry William Herbert,"Henry William Herbert, pen name Frank Forester, was an English-born American novelist, poet, historian, illustrator, journalist and writer on sport. Starr writes that as a classical scholar he had few equals in the United States. .. his knowledge of English history and literature was extensive; he was a pen-and-ink artist of marked ability; as a sportsman he was unsurpassed; his pupils idolized him.",History,free,0,165,"A classic history work by Henry William Herbert. This verified digital edition features clean typography, DRM-free reading, and instant download access.","<p>The Roman Traitor, Vol. 1 by Henry William Herbert is a foundational history work preserved in the open digital library. Download your complete edition for study, reference, and personal reading.</p><div class=""author-bio"" style=""margin-top:20px;padding-top:16px;border-top:1px solid #e2e8f0;""><h3>About the Author</h3><p>Henry William Herbert, pen name Frank Forester, was an English-born American novelist, poet, historian, illustrator, journalist and writer on sport. Starr writes that as a classical scholar he had few equals in the United States. .. his knowledge of English history and literature was extensive; he was a pen-and-ink artist of marked ability; as a sportsman he was unsurpassed; his pupils idolized him.</p></div>",https://www.gutenberg.org/files/25092/25092-pdf.pdf,https://www.gutenberg.org/cache/epub/25092/pg25092.cover.medium.jpg,Free,#4a3728,#ffffff,#f59e0b,p-rings,en
